"state" "County" "Margin2020" "votes" "counted"
"Maine" "Long Island" 42 191 83
"Maine" "Atkinson" -42 173 83
"Maine" "Caswell" -10 134 83
"Maine" "Wellington" -14 119 83
"Maine" "Matinicus Isle Plt." 44 50 83
"Maine" "Eastbrook" -37 222 84
"Maine" "Orient" -51 90 84
"Maine" "Princeton" -47 468 85
"Maine" "Bridgewater" -47 292 85
"Maine" "Cambridge" -41 252 85
"Maine" "Sorrento" -3 189 85
"Maine" "Grand Lake Stream Plt" -23 98 85
"Maine" "Wesley" -24 76 85
"Maine" "Aurora" -18 72 85
"Maine" "Peru" -26 909 86
"Maine" "Howland" -26 643 86
"Maine" "Stacyville" -63 209 86
"Maine" "Dennistown Plt." -58 24 86
"Maine" "Millinocket" -11 2397 87
"Maine" "Wilton" -6 2186 87
"Maine" "Van Buren" 6 898 87
"Maine" "Machias" -7 893 87
"Maine" "Mars Hill" -39 742 87
"Maine" "Burnham" -24 644 87
"Maine" "Pleasant Point Voting Dist." 69 235 87
"Maine" "Wade" -18 142 87
"Maine" "Reed Plt." -43 81 87
"Maine" "Livermore Falls" -19 1393 88
"Maine" "Mexico" -9 1271 88
"Maine" "West Paris" -19 957 88
"Maine" "Baileyville" -27 673 88
"Maine" "Pembroke" -12 482 88
"Maine" "Weston" -38 182 88
"Maine" "Frenchville" -21 603 89
"Maine" "Lee" -41 508 89
"Maine" "Eagle Lake" -13 460 89
"Maine" "LaGrange" -41 358 89
"Maine" "Dyer Brook" -44 150 89
"Maine" "Merrill" -35 136 89
"Maine" "Brighton Plt." -27 49 89
"Maine" "Presque Isle" -10 4239 90
"Maine" "Eastport" 16 835 90
"Maine" "Washburn" -29 820 90
"Maine" "Woodland" -26 662 90
"Maine" "Mattawamkeag" -35 388 90
"Maine" "Chester" -61 326 90
"Maine" "Wallagrass" 7 291 90
"Maine" "Chapman" -29 279 90
"Maine" "Westfield" -31 267 90
"Maine" "Roxbury" -24 246 90
"Maine" "Topsfield" -61 124 90
"Maine" "Byron" -29 92 90
"Maine" "Pleasant Ridge Plt." -53 53 90
"Maine" "Bangor" 21 16173 91
"Maine" "Newport" -31 1741 91
"Maine" "Alexander" -49 308 91
"Maine" "St. Francis" 0 253 91
"Maine" "Grand Isle" -5 232 91
"Maine" "Perham" -39 214 91
"Maine" "Stockholm" -10 160 91
"Maine" "Woodville" -71 136 91
"Maine" "Amity" -56 124 91
"Maine" "Meddybemps" -41 103 91
"Maine" "Great Pond" -16 43 91
"Maine" "Deblois" -75 40 91
"Maine" "Portland" 66 41544 92
"Maine" "Auburn" 9 12285 92
"Maine" "Rumford" -8 2863 92
"Maine" "Calais" -15 1516 92
"Maine" "Buckfield" -18 1098 92
"Maine" "Dixmont" -25 731 92
"Maine" "Ashland" -24 615 92
"Maine" "Andover" -13 538 92
"Maine" "Jackman" -45 535 92
"Maine" "Parkman" -38 491 92
"Maine" "Alton" -26 476 92
"Maine" "Perry" -11 470 92
"Maine" "Blaine" -50 400 92
"Maine" "Chebeague Island" 57 330 92
"Maine" "Indian Township Voting Dist." 46 263 92
"Maine" "St. John Plt." -24 171 92
"Maine" "Allagash" -12 169 92
"Maine" "Gilead" -15 123 92
"Maine" "Mount Chase" -34 122 92
"Maine" "Isle Au Haut" 68 66 92
"Maine" "Fort Fairfield" -18 1701 93
"Maine" "Orland" -0.14 1424 93
"Maine" "Mapleton" -28 1159 93
"Maine" "Greenville" -14 1158 93
"Maine" "Canaan" -32 1155 93
"Maine" "Hartland" -38 899 93
"Maine" "Medway" -47 758 93
"Maine" "Smithfield" -12 627 93
"Maine" "Harmony" -36 488 93
"Maine" "Weld" 1.7 299 93
"Maine" "Castle Hill" -14 230 93
"Maine" "Winn" -41 207 93
"Maine" "Hanover" 5 198 93
"Maine" "Stoneham" -10 185 93
"Maine" "Willimantic" -56 90 93
"Maine" "Upton" -48 64 93
"Maine" "Winthrop" 8 3737 94
"Maine" "Fairfield" -12 3399 94
"Maine" "Sabattus" -25 2878 94
"Maine" "Dexter" -30 1841 94
"Maine" "Boothbay Harbor" 19 1396 94
"Maine" "Randolph" -6 1029 94
"Maine" "East Millinocket" -21 957 94
"Maine" "Greenbush" -43 717 94
"Maine" "Frankfort" -33 680 94
"Maine" "Sumner" -21 553 94
"Maine" "Patten" -41 520 94
"Maine" "Thorndike" 4 446 94
"Maine" "Prospect" -17 423 94
"Maine" "Temple" 5 336 94
"Maine" "Passadumkeag" -49 224 94
"Maine" "Smyrna" -41 157 94
"Maine" "Moose River" -76 124 94
"Maine" "Hamlin" -12 109 94
"Maine" "Monhegan Plt." 71 62 94
"Maine" "Osborn" -48 44 94
"Maine" "Moro Plt." -86 29 94
"Maine" "Skowhegan" -8 4197 95
"Maine" "Jay" -6 2688 95
"Maine" "Norridgewock" -23 1889 95
"Maine" "Farmingdale" 8 1738 95
"Maine" "Manchester" 1.3 1690 95
"Maine" "Corinth" -48 1574 95
"Maine" "Milo" -30 1231 95
"Maine" "St. Albans" -43 1192 95
"Maine" "Southwest Harbor" 31 1137 95
"Maine" "New Sharon" -14 956 95
"Maine" "Wales" -37 915 95
"Maine" "Rangeley" -20 761 95
"Maine" "Sangerville" -30 753 95
"Maine" "Bradford" -43 694 95
"Maine" "Sherman" -51 665 95
"Maine" "Montville" 12 658 95
"Maine" "Phillips" -20 656 95
"Maine" "Solon" -20 623 95
"Maine" "Exeter" -31 571 95
"Maine" "Clifton" -26 532 95
"Maine" "Abbot" -40 417 95
"Maine" "Somerville" -23 357 95
"Maine" "Jackson" -17 338 95
"Maine" "Beals" -32 293 95
"Maine" "Portage Lake" -23 265 95
"Maine" "Burlington" -43 206 95
"Maine" "Roque Bluffs" 11 183 95
"Maine" "Haynesville" -60 63 95
"Maine" "Cyr Plt." -7 56 95
"Maine" "Garfield Plt." -55 56 95
"Maine" "West Forks Plt." -17 53 95
"Maine" "Lincoln" -35 2596 96
"Maine" "China" -11 2590 96
"Maine" "Vassalboro" -12 2553 96
"Maine" "Wiscasset" 0.09 2313 96
"Maine" "Searsport" 8 1608 96
"Maine" "Chelsea" -20 1563 96
"Maine" "Windsor" -29 1438 96
"Maine" "Anson" -33 1223 96
"Maine" "Albion" -34 1219 96
"Maine" "Parsonsfield" -9 1066 96
"Maine" "Owl's Head" 12 1065 96
"Maine" "Newburgh" -23 994 96
"Maine" "Hebron" -13 778 96
"Maine" "Easton" -32 715 96
"Maine" "Brooksville" 34 686 96
"Maine" "Stonington" 29 646 96
"Maine" "Brooks" -12 602 96
"Maine" "Troy" -18 593 96
"Maine" "Athens" -32 510 96
"Maine" "Island Falls" -39 450 96
"Maine" "Monticello" -55 434 96
"Maine" "Vienna" -5 405 96
"Maine" "Jonesboro" -25 346 96
"Maine" "Medford" -40 164 96
"Maine" "Brunswick" 43 13892 97
"Maine" "Gardiner" 7 3278 97
"Maine" "Waldoboro" -9 2934 97
"Maine" "Madison" -20 2382 97
"Maine" "Fort Kent" -3 2266 97
"Maine" "Leeds" -23 1362 97
"Maine" "Palmyra" -41 1155 97
"Maine" "Washington" -13 988 97
"Maine" "Appleton" 8 915 97
"Maine" "Fayette" -4 830 97
"Maine" "Friendship" -21 799 97
"Maine" "Stetson" -40 765 97
"Maine" "Jonesport" -29 712 97
"Maine" "Steuben" -25 668 97
"Maine" "Belmont" -10 598 97
"Maine" "Embden" -34 565 97
"Maine" "Canton" -40 544 97
"Maine" "Littleton" -45 531 97
"Maine" "Monson" -24 475 97
"Maine" "Islesboro" 42 445 97
"Maine" "Detroit" -29 436 97
"Maine" "Oakfield" -43 408 97
"Maine" "Whiting" -16 361 97
"Maine" "Swan's Island" 1.1 266 97
"Maine" "Amherst" -27 189 97
"Maine" "Sandy River Plt." 28 102 97
"Maine" "Lincoln Plt." -25 32 97
"Maine" "Paris" -7 2884 98
"Maine" "Orrington" -12 2562 98
"Maine" "Boothbay" 14 2208 98
"Maine" "Minot" -20 1789 98
"Maine" "Pittston" -19 1778 98
"Maine" "Jefferson" -16 1691 98
"Maine" "Benton" -23 1632 98
"Maine" "Harrison" -3 1574 98
"Maine" "Livermore" -15 1394 98
"Maine" "Stockton Springs" 2 1065 98
"Maine" "Strong" -32 816 98
"Maine" "Cornville" -24 776 98
"Maine" "Liberty" -7 591 98
"Maine" "Linneus" -63 508 98
"Maine" "New Vineyard" -30 463 98
"Maine" "Mariaville" -25 310 98
"Maine" "Columbia" -39 228 98
"Maine" "Crystal" -49 164 98
"Maine" "Westmanland" 11 55 98
"Maine" "Lewiston" 14 17388 98
"Maine" "South Portland" 51 16366 98
"Maine" "Scarborough" 28 15057 98
"Maine" "Saco" 26 12656 98
"Maine" "Windham" 4 11442 98
"Maine" "Westbrook" 33 11246 98
"Maine" "Gorham" 20 11115 98
"Maine" "Biddeford" 30 11066 98
"Maine" "Sanford" 1.9 10974 98
"Maine" "Augusta" 11 9738 98
"Maine" "York" 29 9658 98
"Maine" "Falmouth" 38 9090 98
"Maine" "Kennebunk" 32 8280 98
"Maine" "Wells" 14 7975 98
"Maine" "Waterville" 30 7905 98
"Maine" "Cape Elizabeth" 55 7009 98
"Maine" "Topsham" 24 6552 98
"Maine" "Kittery" 41 6412 98
"Maine" "Yarmouth" 53 6358 98
"Maine" "Old Orchrd Bch" 22 6215 98
"Maine" "Standish" -4 6207 98
"Maine" "Freeport" 43 6184 98
"Maine" "Cumberland" 38 6002 98
"Maine" "Gray" 1.8 5390 98
"Maine" "Lisbon" -13 5298 98
"Maine" "Buxton" -5 5279 98
"Maine" "Brewer" -0.66 5278 98
"Maine" "Orono" 48 5268 98
"Maine" "Bath" 37 5142 98
"Maine" "Hampden" 4 4930 98
"Maine" "Ellsworth" -1.8 4851 98
"Maine" "Eliot" 22 4728 98
"Maine" "Winslow" -4 4679 98
"Maine" "South Berwick" 22 4663 98
"Maine" "Waterboro" -14 4478 98
"Maine" "Berwick" -5 4371 98
"Maine" "Old Town" 16 4259 98
"Maine" "Belfast" 37 4237 98
"Maine" "Caribou" -14 4061 98
"Maine" "Farmington" 17 3966 98
"Maine" "Hermon" -25 3965 98
"Maine" "Rockland" 28 3965 98
"Maine" "Harpswell" 25 3884 98
"Maine" "Camden" 55 3837 98
"Maine" "Oakland" -5 3628 98
"Maine" "New Gloucester" -1 3599 98
"Maine" "Bar Harbor" 52 3576 98
"Maine" "Lebanon" -27 3529 98
"Maine" "Poland" -11 3519 98
"Maine" "Turner" -22 3428 98
"Maine" "Bridgton" 4 3268 98
"Maine" "Raymond" 4 3142 98
"Maine" "North Berwick" -3 3111 98
"Maine" "Sidney" -17 2962 98
"Maine" "North Yarmouth" 29 2960 98
"Maine" "Lyman" -8 2944 98
"Maine" "Hollis" -9 2895 98
"Maine" "Bucksport" -7 2855 98
"Maine" "Norway" 1.3 2854 98
"Maine" "Arundel" 2 2825 98
"Maine" "Glenburn" -18 2815 98
"Maine" "Durham" 1 2790 98
"Maine" "Kennebunkport" 31 2781 98
"Maine" "Houlton" -22 2740 98
"Maine" "Greene" -28 2640 98
"Maine" "Monmouth" -12 2578 98
"Maine" "Rockport" 36 2530 98
"Maine" "Naples" -14 2495 98
"Maine" "West Gardiner" -13 2380 98
"Maine" "Dover-Foxcroft" -19 2335 98
"Maine" "Winterport" -9 2335 98
"Maine" "Oxford" -28 2325 98
"Maine" "Aroostook County Townships" -3 2306 98
"Maine" "Limington" -22 2298 98
"Maine" "Casco" -6 2296 98
"Maine" "Warren" -15 2244 98
"Maine" "Belgrade" -8 2216 98
"Maine" "Litchfield" -19 2177 98
"Maine" "Woolwich" -1.3 2150 98
"Maine" "Holden" -15 2125 98
"Maine" "Bristol" 22 2124 98
"Maine" "Madawaska" 10 2112 98
"Maine" "Richmond" -6 2076 98
"Maine" "Bowdoinham" 13 2067 98
"Maine" "Pittsfield" -17 2042 98
"Maine" "Alfred" 1.8 1995 98
"Maine" "Blue Hill" 35 1977 98
"Maine" "Fryeburg" 13 1937 98
"Maine" "Bowdoin" -17 1877 98
"Maine" "Milford" -3 1851 98
"Maine" "Limerick" -7 1849 98
"Maine" "Bethel" 14 1830 98
"Maine" "Readfield" 7 1820 98
"Maine" "St. George" 25 1814 98
"Maine" "Clinton" -25 1799 98
"Maine" "Hallowell" 46 1797 98
"Maine" "Shapleigh" -18 1788 98
"Maine" "Carmel" -35 1782 98
"Maine" "Mechanic Falls" -20 1712 98
"Maine" "Levant" -40 1678 98
"Maine" "Thomaston" 18 1668 98
"Maine" "Lincolnville" 31 1654 98
"Maine" "Acton" -17 1636 98
"Maine" "Phippsburg" 3 1570 98
"Maine" "Union" -4 1561 98
"Maine" "Mount Desert" 46 1490 98
"Maine" "Hancock" -8 1486 98
"Maine" "Whitefield" -4 1483 98
"Maine" "Damariscotta" 35 1476 98
"Maine" "Eddington" -27 1473 98
"Maine" "West Bath" 8 1392 98
"Maine" "Dayton" -13 1381 98
"Maine" "Newcastle" 38 1377 98
"Maine" "Deer Isle" 23 1323 98
"Maine" "Nobleboro" 13 1310 98
"Maine" "Dixfield" -26 1302 98
"Maine" "Sebago" -15 1277 98
"Maine" "Corinna" -39 1244 98
"Maine" "Veazie" 10 1223 98
"Maine" "Lamoine" 3 1211 98
"Maine" "Pownal" 16 1206 98
"Maine" "Otisfield" -6 1171 98
"Maine" "Dedham" -3 1166 98
"Maine" "Dresden" -3 1159 98
"Maine" "Mount Vernon" 1.4 1158 98
"Maine" "Gouldsboro" -12 1121 98
"Maine" "Hope" 19 1117 98
"Maine" "Northport" 24 1109 98
"Maine" "Surry" 12 1091 98
"Maine" "Ogunquit" 40 1058 98
"Maine" "Tremont" 16 1043 98
"Maine" "Waterford" -10 1038 98
"Maine" "Knox" -12 1003 98
"Maine" "Baldwin" -27 999 98
"Maine" "South Thomaston" 17 997 98
"Maine" "Trenton" 6 987 98
"Maine" "Brownfield" 0.21 967 98
"Maine" "Newfield" -22 963 98
"Maine" "Cushing" -10 960 98
"Maine" "Unity" -1.2 950 98
"Maine" "Woodstock" -18 945 98
"Maine" "Cornish" -5 944 98
"Maine" "Palermo" -17 939 98
"Maine" "Searsmont" -5 937 98
"Maine" "Hiram" -17 928 98
"Maine" "Bradley" -12 892 98
"Maine" "Edgecomb" 18 889 98
"Maine" "Kingfield" -4 888 98
"Maine" "Lubec" 6 883 98
"Maine" "Enfield" -35 879 98
"Maine" "Porter" -22 875 98
"Maine" "Wayne" 19 869 98
"Maine" "Franklin" -9 861 98
"Maine" "Penobscot" 24 851 98
"Maine" "Sedgwick" 23 843 98
"Maine" "Georgetown" 28 839 98
"Maine" "Vinalhaven" 29 837 98
"Maine" "Denmark" 1.5 827 98
"Maine" "Swanville" -14 826 98
"Maine" "East Machias" -32 814 98
"Maine" "Hodgdon" -53 812 98
"Maine" "Chesterville" -18 799 98
"Maine" "Brownville" -24 780 98
"Maine" "Kenduskeag" -35 770 98
"Maine" "Lovell" 6 766 98
"Maine" "Charleston" -55 753 98
"Maine" "Plymouth" -37 745 98
"Maine" "Guilford" -30 734 98
"Maine" "Sullivan" 0.82 733 98
"Maine" "Milbridge" -9 731 98
"Maine" "Etna" -38 726 98
"Maine" "Hartford" -21 724 98
"Maine" "South Bristol" 23 716 98
"Maine" "Rome" -1.4 713 98
"Maine" "Addison" -31 706 98
"Maine" "Cherryfield" -32 645 98
"Maine" "Saint Agatha" -7 637 98
"Maine" "Brooklin" 38 624 98
"Maine" "Morrill" -18 611 98
"Maine" "Garland" -38 605 98
"Maine" "Monroe" 7 602 98
"Maine" "Waldo" -12 593 98
"Maine" "Bingham" -23 580 98
"Maine" "Machiasport" -21 566 98
"Maine" "Bremen" 32 563 98
"Maine" "Westport" 13 551 98
"Maine" "Harrington" -36 538 98
"Maine" "Greenwood" 7 533 98
"Maine" "Carrabassett Valley" 35 527 98
"Maine" "Alna" 28 517 98
"Maine" "Industry" -4 504 98
"Maine" "Southport" 27 491 98
"Maine" "Otis" -35 484 98
"Maine" "Mercer" -21 481 98
"Maine" "New Portland" -17 481 98
"Maine" "Freedom" -7 469 98
"Maine" "Eustis" -18 447 98
"Maine" "Sebec" -44 428 98
"Maine" "Danforth" -51 421 98
"Maine" "Starks" -26 381 98
"Maine" "New Limerick" -37 374 98
"Maine" "Arrowsic" 42 373 98
"Maine" "Dennysville" -22 357 98
"Maine" "Robbinston" -26 353 98
"Maine" "Verona" -7 350 98
"Maine" "Columbia Falls" -25 335 98
"Maine" "Winter Harbor" -10 329 98
"Maine" "North Haven" 42 321 98
"Maine" "Marshfield" -34 316 98
"Maine" "Cutler" -42 315 98
"Maine" "Carthage" -40 312 98
"Maine" "Penobscot Nation Vot Dst" 61 302 98
"Maine" "Ripley" -31 302 98
"Maine" "Newry" 15 296 98
"Maine" "Sweden" 20 283 98
"Maine" "Moscow" -45 279 98
"Maine" "Avon" -26 263 98
"Maine" "Lowell" -54 255 98
"Maine" "Ludlow" -36 255 98
"Maine" "Stow" 2 253 98
"Maine" "Waltham" -40 230 98
"Maine" "Charlotte" -36 216 98
"Maine" "Northfield" -33 130 98
"Maine" "Whitneyville" -12 130 98
"Maine" "Beaver Cove" -0.84 119 98
"Maine" "Bowerbank" -30 117 98
"Maine" "Highland Plt." -25 116 98
"Maine" "Lake View Plt." -27 114 98
"Maine" "Coplin Plt." 14 110 98
"Maine" "Edinburg" -29 105 98
"Maine" "Maxfield" -45 69 98
"Maine" "Caratunk" -20 61 98
"Maine" "Beddington" -45 51 98
"Maine" "Hersey" -60 42 98
"Maine" "Webster Plt." -57 42 98
"Maine" "Seboeis Plt." 7 41 98
"Maine" "Nashville Plt." -39 23 98
"Maryland" "Baltimore City" 77 236189 84
"Maryland" "Somerset" -15 10117 88
"Maryland" "Allegany" -38 30511 89
"Maryland" "Washington" -21 67510 91
"Maryland" "Calvert" -6 48832 92
"Maryland" "Cecil" -27 47273 93
"Maryland" "Dorchester" -12 15934 93
"Maryland" "Baltimore" 27 411906 94
"Maryland" "Wicomico" -1.9 45975 96
"Maryland" "Kent" 1.2 10740 96
"Maryland" "Carroll" -24 99408 97
"Maryland" "Talbot" 0.52 22400 97
"Maryland" "Harford" -12 147221 98
"Maryland" "Montgomery" 60 529569 98
"Maryland" "Prince George's" 81 422851 98
"Maryland" "Anne Arundel" 15 306924 98
"Maryland" "Howard" 45 181324 98
"Maryland" "Frederick" 10 144568 98
"Maryland" "Charles" 41 89063 98
"Maryland" "St. Mary's" -14 55339 98
"Maryland" "Worcester" -19 31567 98
"Maryland" "Queen Anne's" -27 30079 98
"Maryland" "Caroline" -33 15729 98
"Maryland" "Garrett" -56 15579 98
"Massachusetts" "Amherst" 83 11871 73
"Massachusetts" "West Stockbridge" 64 971 81
"Massachusetts" "Lawrence" 48 23208 86
"Massachusetts" "New Ashford" 33 151 86
"Massachusetts" "Gosnold" 41 82 86
"Massachusetts" "West Newbury" 32 3270 87
"Massachusetts" "New Salem" 27 681 87
"Massachusetts" "Holyoke" 39 16313 89
"Massachusetts" "Northfield" 33 1855 89
"Massachusetts" "North Brookfield" -10 2715 90
"Massachusetts" "Springfield" 47 54373 91
"Massachusetts" "Shelburne" 61 1174 91
"Massachusetts" "New Marlborough" 43 959 91
"Massachusetts" "Cambridge" 85 54795 92
"Massachusetts" "West Tisbury" 69 2295 92
"Massachusetts" "Somerville" 78 42200 93
"Massachusetts" "Watertown" 58 19227 93
"Massachusetts" "Williamstown" 72 3757 93
"Massachusetts" "Leyden" 35 502 93
"Massachusetts" "Medford" 50 31713 94
"Massachusetts" "Revere" 29 20890 94
"Massachusetts" "Everett" 43 14817 94
"Massachusetts" "Rockland" 11 9994 94
"Massachusetts" "North Adams" 44 5932 94
"Massachusetts" "Huntington" -0.66 1217 94
"Massachusetts" "Westhampton" 27 1195 94
"Massachusetts" "Pelham" 79 925 94
"Massachusetts" "Monroe" -5 60 94
"Massachusetts" "Lowell" 34 38681 95
"Massachusetts" "New Bedford" 24 34877 95
"Massachusetts" "Fall River" 12 31616 95
"Massachusetts" "Arlington" 68 28551 95
"Massachusetts" "Wakefield" 25 16623 95
"Massachusetts" "Belmont" 59 15356 95
"Massachusetts" "Winthrop" 25 10252 95
"Massachusetts" "Northbridge" 5 9228 95
"Massachusetts" "Orleans" 38 4842 95
"Massachusetts" "Oak Bluffs" 53 3209 95
"Massachusetts" "Granville" -16 990 95
"Massachusetts" "Gill" 41 987 95
"Massachusetts" "Peru" 16 533 95
"Massachusetts" "Savoy" 16 399 95
"Massachusetts" "Boston" 67 293796 96
"Massachusetts" "Newton" 65 50295 96
"Massachusetts" "Brockton" 54 38712 96
"Massachusetts" "Lynn" 40 35777 96
"Massachusetts" "Braintree" 18 21795 96
"Massachusetts" "Marlborough" 34 19143 96
"Massachusetts" "Southbridge" 15 7261 96
"Massachusetts" "Weston" 48 7085 96
"Massachusetts" "Townsend" 1.2 5476 96
"Massachusetts" "Topsfield" 21 4144 96
"Massachusetts" "Eastham" 42 4100 96
"Massachusetts" "Nahant" 31 2524 96
"Massachusetts" "Cheshire" 18 1946 96
"Massachusetts" "Shutesbury" 76 1330 96
"Massachusetts" "Wendell" 62 614 96
"Massachusetts" "Heath" 29 468 96
"Massachusetts" "Florida" 1.4 418 96
"Massachusetts" "Waltham" 44 28896 97
"Massachusetts" "Fitchburg" 22 16509 97
"Massachusetts" "Milford" 22 14580 97
"Massachusetts" "Winchester" 44 13870 97
"Massachusetts" "Hudson" 31 11583 97
"Massachusetts" "Whitman" 7 8629 97
"Massachusetts" "Palmer" -2 6503 97
"Massachusetts" "Holbrook" 21 6213 97
"Massachusetts" "Acushnet" -10 6068 97
"Massachusetts" "Halifax" -0.9 4874 97
"Massachusetts" "Tisbury" 59 2835 97
"Massachusetts" "Ashby" -3 2023 97
"Massachusetts" "Plympton" 3 1918 97
"Massachusetts" "Stockbridge" 63 1363 97
"Massachusetts" "Charlemont" 35 743 97
"Massachusetts" "Cummington" 42 591 97
"Massachusetts" "Barnstable" 18 28427 98
"Massachusetts" "Salem" 52 24018 98
"Massachusetts" "Woburn" 23 22418 98
"Massachusetts" "Falmouth" 31 21890 98
"Massachusetts" "Melrose" 47 18241 98
"Massachusetts" "Dartmouth" 11 17884 98
"Massachusetts" "Milton" 48 17654 98
"Massachusetts" "Saugus" 3 15797 98
"Massachusetts" "Yarmouth" 20 15452 98
"Massachusetts" "Swampscott" 45 9572 98
"Massachusetts" "Medfield" 40 8211 98
"Massachusetts" "Pepperell" 9 7307 98
"Massachusetts" "Groton" 38 7285 98
"Massachusetts" "Hull" 29 7080 98
"Massachusetts" "Freetown" -8 5506 98
"Massachusetts" "Southampton" 10 4194 98
"Massachusetts" "Shirley" 16 3700 98
"Massachusetts" "Hadley" 44 3493 98
"Massachusetts" "Avon" 21 2697 98
"Massachusetts" "Provincetown" 85 2613 98
"Massachusetts" "Dunstable" 17 2173 98
"Massachusetts" "Sunderland" 59 2050 98
"Massachusetts" "Williamsburg" 61 1822 98
"Massachusetts" "Conway" 55 1303 98
"Massachusetts" "Wales" -17 1087 98
"Massachusetts" "Richmond" 58 1057 98
"Massachusetts" "Petersham" 24 872 98
"Massachusetts" "Goshen" 28 672 98
"Massachusetts" "Montgomery" -12 564 98
"Massachusetts" "Sandisfield" 21 515 98
"Massachusetts" "Tyringham" 52 314 98
"Massachusetts" "Worcester" 38 71370 98
"Massachusetts" "Quincy" 35 45793 98
"Massachusetts" "Plymouth" 16 37336 98
"Massachusetts" "Weymouth" 22 32827 98
"Massachusetts" "Haverhill" 20 32401 98
"Massachusetts" "Framingham" 50 32048 98
"Massachusetts" "Brookline" 76 31084 98
"Massachusetts" "Peabody" 14 30090 98
"Massachusetts" "Taunton" 14 26773 98
"Massachusetts" "Methuen" 12 25919 98
"Massachusetts" "Chicopee" 15 25795 98
"Massachusetts" "Malden" 51 25623 98
"Massachusetts" "Billerica" 11 24644 98
"Massachusetts" "Beverly" 39 24450 98
"Massachusetts" "Attleboro" 19 23555 98
"Massachusetts" "Chelmsford" 27 22349 98
"Massachusetts" "Pittsfield" 52 21942 98
"Massachusetts" "Natick" 52 21776 98
"Massachusetts" "Andover" 36 21743 98
"Massachusetts" "Leominster" 17 21525 98
"Massachusetts" "Shrewsbury" 31 21131 98
"Massachusetts" "Westfield" 1.7 20685 98
"Massachusetts" "Franklin" 25 20346 98
"Massachusetts" "Needham" 57 20113 98
"Massachusetts" "Lexington" 65 20048 98
"Massachusetts" "Tewksbury" 6 19137 98
"Massachusetts" "Gloucester" 36 18159 98
"Massachusetts" "North Andover" 25 18012 98
"Massachusetts" "Northampton" 77 17925 98
"Massachusetts" "Dracut" -0.59 17845 98
"Massachusetts" "Marshfield" 12 17482 98
"Massachusetts" "Randolph" 58 17455 98
"Massachusetts" "Norwood" 31 17453 98
"Massachusetts" "North Attleborough" 16 17191 98
"Massachusetts" "Reading" 34 16952 98
"Massachusetts" "Danvers" 18 16907 98
"Massachusetts" "Wellesley" 57 16342 98
"Massachusetts" "Hingham" 36 16229 98
"Massachusetts" "Agawam" -1.7 16185 98
"Massachusetts" "Walpole" 20 16166 98
"Massachusetts" "Dedham" 38 15867 98
"Massachusetts" "Stoughton" 33 15623 98
"Massachusetts" "Burlington" 25 15346 98
"Massachusetts" "Westford" 36 15298 98
"Massachusetts" "Wilmington" 11 14806 98
"Massachusetts" "Bridgewater" 8 14616 98
"Massachusetts" "Mansfield" 27 14537 98
"Massachusetts" "Easton" 22 14519 98
"Massachusetts" "Canton" 29 14485 98
"Massachusetts" "Stoneham" 23 14322 98
"Massachusetts" "Marblehead" 45 14234 98
"Massachusetts" "Sandwich" 12 14061 98
"Massachusetts" "Acton" 62 13927 98
"Massachusetts" "Middleborough" -6 13857 98
"Massachusetts" "Scituate" 30 13530 98
"Massachusetts" "West Springfield" 8 13513 98
"Massachusetts" "Wareham" 11 12726 98
"Massachusetts" "Newburyport" 47 12708 98
"Massachusetts" "Holden" 18 12654 98
"Massachusetts" "Sudbury" 54 12354 98
"Massachusetts" "Concord" 65 12311 98
"Massachusetts" "Bourne" 10 12119 98
"Massachusetts" "Pembroke" 8 11753 98
"Massachusetts" "Sharon" 53 11617 98
"Massachusetts" "Grafton" 27 11453 98
"Massachusetts" "Ludlow" -2 11384 98
"Massachusetts" "Foxborough" 21 11346 98
"Massachusetts" "Duxbury" 26 11219 98
"Massachusetts" "Somerset" 6 11122 98
"Massachusetts" "Norton" 11 10974 98
"Massachusetts" "Westborough" 45 10636 98
"Massachusetts" "Easthampton" 50 10592 98
"Massachusetts" "Westport" 3 10546 98
"Massachusetts" "Westwood" 32 10545 98
"Massachusetts" "Chelsea" 56 10524 98
"Massachusetts" "Ashland" 42 10444 98
"Massachusetts" "Amesbury" 33 10395 98
"Massachusetts" "Longmeadow" 31 10395 98
"Massachusetts" "Dennis" 22 10321 98
"Massachusetts" "Hopkinton" 39 10296 98
"Massachusetts" "Mashpee" 18 10263 98
"Massachusetts" "Auburn" 13 10201 98
"Massachusetts" "East Longmeadow" 7 10122 98
"Massachusetts" "South Hadley" 33 10059 98
"Massachusetts" "Swansea" -4 10034 98
"Massachusetts" "North Reading" 15 9930 98
"Massachusetts" "Bellingham" 8 9889 98
"Massachusetts" "Northborough" 37 9687 98
"Massachusetts" "Abington" 10 9660 98
"Massachusetts" "Hanover" 4 9652 98
"Massachusetts" "Holliston" 44 9617 98
"Massachusetts" "Ipswich" 33 9614 98
"Massachusetts" "Belchertown" 25 9609 98
"Massachusetts" "Fairhaven" 9 9557 98
"Massachusetts" "Harwich" 26 9448 98
"Massachusetts" "Gardner" 13 9444 98
"Massachusetts" "Greenfield" 49 9409 98
"Massachusetts" "Wilbraham" 7 9397 98
"Massachusetts" "Wayland" 61 9302 98
"Massachusetts" "Seekonk" 9 8955 98
"Massachusetts" "Bedford" 48 8859 98
"Massachusetts" "Raynham" 1.5 8811 98
