"state" "County" "Margin2020" "votes" "counted"
"Georgia" "Johnson" -40 4100 98
"Georgia" "Pulaski" -39 4059 98
"Georgia" "Montgomery" -50 3966 98
"Georgia" "Seminole" -35 3884 98
"Georgia" "Taylor" -27 3839 98
"Georgia" "Turner" -25 3792 98
"Georgia" "Marion" -27 3624 98
"Georgia" "Lanier" -42 3576 98
"Georgia" "Talbot" 20 3522 98
"Georgia" "Jenkins" -26 3455 98
"Georgia" "Wilcox" -47 3281 98
"Georgia" "Atkinson" -47 3155 98
"Georgia" "Treutlen" -37 3077 98
"Georgia" "Randolph" 9 3074 98
"Georgia" "Clinch" -47 2864 98
"Georgia" "Miller" -46 2835 98
"Georgia" "Warren" 11 2651 98
"Georgia" "Wheeler" -39 2285 98
"Georgia" "Schley" -59 2275 98
"Georgia" "Calhoun" 15 2194 98
"Georgia" "Stewart" 19 1990 98
"Georgia" "Chattahoochee" -13 1582 98
"Georgia" "Glascock" -80 1566 98
"Georgia" "Baker" -16 1555 98
"Georgia" "Echols" -76 1441 98
"Georgia" "Clay" 11 1434 98
"Georgia" "Webster" -8 1390 98
"Georgia" "Quitman" -10 1106 98
"Georgia" "Taliaferro" 22 928 98
"Hawaii" "Honolulu" 27 382114 98
"Hawaii" "Hawaii" 36 87814 98
"Hawaii" "Maui" 35 71044 98
"Hawaii" "Kauai" 29 33497 98
"Idaho" "Lincoln" -54 1940 90
"Idaho" "Clark" -72 311 92
"Idaho" "Custer" -54 2739 93
"Idaho" "Butte" -72 1415 93
"Idaho" "Jerome" -49 7812 94
"Idaho" "Gooding" -56 6050 94
"Idaho" "Cassia" -67 9629 95
"Idaho" "Lemhi" -54 4738 95
"Idaho" "Idaho County" -65 9602 96
"Idaho" "Clearwater" -58 4419 96
"Idaho" "Madison" -64 17112 97
"Idaho" "Elmore" -46 10205 97
"Idaho" "Shoshone" -42 6049 97
"Idaho" "Washington" -58 5344 97
"Idaho" "Power" -41 3086 97
"Idaho" "Lewis" -61 1870 97
"Idaho" "Benewah" -58 4973 98
"Idaho" "Owyhee" -63 4742 98
"Idaho" "Adams" -52 2586 98
"Idaho" "Ada" -4 259389 98
"Idaho" "Canyon" -40 90438 98
"Idaho" "Kootenai" -43 89878 98
"Idaho" "Bonneville" -44 53995 98
"Idaho" "Bannock" -22 39553 98
"Idaho" "Twin Falls" -45 36680 98
"Idaho" "Bonner" -37 27352 98
"Idaho" "Nez Perce" -34 20967 98
"Idaho" "Latah" 4 20570 98
"Idaho" "Bingham" -56 20094 98
"Idaho" "Jefferson" -74 14173 98
"Idaho" "Blaine" 37 13288 98
"Idaho" "Payette" -59 11293 98
"Idaho" "Gem" -62 9958 98
"Idaho" "Minidoka" -59 7993 98
"Idaho" "Valley" -14 7063 98
"Idaho" "Fremont" -68 6719 98
"Idaho" "Franklin" -78 6664 98
"Idaho" "Teton" 7 6347 98
"Idaho" "Boundary" -59 6313 98
"Idaho" "Boise" -47 4820 98
"Idaho" "Caribou" -72 3416 98
"Idaho" "Bear Lake" -77 3315 98
"Idaho" "Oneida" -77 2451 98
"Idaho" "Camas" -47 754 98
"Illinois" "Hancock" -64 6565 72
"Illinois" "Pulaski" -31 2631 81
"Illinois" "Jackson" 1.2 22575 83
"Illinois" "Alexander" -14 2625 87
"Illinois" "Saline" -48 11079 89
"Illinois" "Knox" -6 22716 90
"Illinois" "Franklin" -48 18488 90
"Illinois" "Gallatin" -52 2673 90
"Illinois" "Pope" -59 2172 91
"Illinois" "Marion" -47 17214 92
"Illinois" "White" -57 7428 92
"Illinois" "Edwards" -70 3368 92
"Illinois" "Jefferson" -45 17409 93
"Illinois" "Perry" -47 10060 93
"Illinois" "Wayne" -71 8492 93
"Illinois" "Wabash" -53 5592 93
"Illinois" "Champaign" 23 94911 94
"Illinois" "Vermilion" -33 31617 94
"Illinois" "Morgan" -32 15229 94
"Illinois" "McDonough" -17 12290 94
"Illinois" "Mercer" -24 8750 94
"Illinois" "Edgar" -53 8152 94
"Illinois" "Hamilton" -60 4316 94
"Illinois" "Henderson" -33 3652 94
"Illinois" "Bureau" -22 17182 95
"Illinois" "Christian" -45 16094 95
"Illinois" "Lawrence" -54 6379 95
"Illinois" "Cass" -38 5325 95
"Illinois" "Scott" -56 2730 95
"Illinois" "Cook" 50 2321399 96
"Illinois" "Sangamon" -4 104751 96
"Illinois" "LaSalle" -15 52053 96
"Illinois" "Fulton" -21 16517 96
"Illinois" "Randolph" -50 14896 96
"Illinois" "Montgomery" -41 13701 96
"Illinois" "Clark" -51 8340 96
"Illinois" "Cumberland" -59 5843 96
"Illinois" "Stark" -41 2881 96
"Illinois" "McLean" 4 87013 97
"Illinois" "Macoupin" -37 23919 97
"Illinois" "Lee" -20 16351 97
"Illinois" "Washington" -56 7914 97
"Illinois" "Ford" -48 6809 97
"Illinois" "Moultrie" -49 6698 97
"Illinois" "Marshall" -35 6343 97
"Illinois" "Brown" -57 2523 97
"Illinois" "Whiteside" -8 27254 98
"Illinois" "Iroquois" -57 14011 98
"Illinois" "Crawford" -51 9419 98
"Illinois" "Douglas" -45 8746 98
"Illinois" "Calhoun" -49 2767 98
"Illinois" "DuPage" 18 485064 98
"Illinois" "Will" 8 346141 98
"Illinois" "Lake" 24 334156 98
"Illinois" "Kane" 14 231876 98
"Illinois" "McHenry" -2 164574 98
"Illinois" "Madison" -13 137558 98
"Illinois" "Winnebago" 3 127710 98
"Illinois" "St. Clair" 9 125220 98
"Illinois" "Peoria" 6 82264 98
"Illinois" "Tazewell" -26 68358 98
"Illinois" "Rock Island" 12 66750 98
"Illinois" "Kendall" 6 64205 98
"Illinois" "Kankakee" -17 49729 98
"Illinois" "Macon" -18 48934 98
"Illinois" "DeKalb" 6 47989 98
"Illinois" "Williamson" -38 33503 98
"Illinois" "Adams" -47 33434 98
"Illinois" "Grundy" -26 26400 98
"Illinois" "Ogle" -26 26040 98
"Illinois" "Henry" -21 25624 98
"Illinois" "Boone" -14 24672 98
"Illinois" "Coles" -27 22470 98
"Illinois" "Stephenson" -16 21446 98
"Illinois" "Woodford" -41 21079 98
"Illinois" "Monroe" -36 21024 98
"Illinois" "Clinton" -51 19139 98
"Illinois" "Effingham" -59 19041 98
"Illinois" "Livingston" -44 17049 98
"Illinois" "Logan" -40 13117 98
"Illinois" "JoDaviess" -17 12477 98
"Illinois" "Shelby" -57 12049 98
"Illinois" "Jersey" -48 11942 98
"Illinois" "Fayette" -62 10033 98
"Illinois" "Piatt" -30 9791 98
"Illinois" "Richland" -71 9343 98
"Illinois" "Union" -40 8896 98
"Illinois" "Bond" -41 8109 98
"Illinois" "Carroll" -29 8006 98
"Illinois" "DeWitt" -43 7994 98
"Illinois" "Warren" -20 7916 98
"Illinois" "Pike" -61 7836 98
"Illinois" "Menard" -39 6954 98
"Illinois" "Clay" -65 6896 98
"Illinois" "Massac" -48 6803 98
"Illinois" "Mason" -39 6756 98
"Illinois" "Johnson" -59 6442 98
"Illinois" "Greene" -55 6224 98
"Illinois" "Jasper" -62 5582 98
"Illinois" "Schuyler" -44 3908 98
"Illinois" "Putnam" -20 3345 98
"Indiana" "Marion" 29 389619 98
"Indiana" "Lake" 15 219956 98
"Indiana" "Hamilton" -7 193999 98
"Indiana" "Allen" -11 169082 98
"Indiana" "St. Joseph" 6 115238 98
"Indiana" "Hendricks" -24 88505 98
"Indiana" "Porter" -6 86509 98
"Indiana" "Vanderburgh" -10 77662 98
"Indiana" "Johnson" -34 77618 98
"Indiana" "Elkhart" -28 74387 98
"Indiana" "Tippecanoe" 0.61 71448 98
"Indiana" "Monroe" 28 63151 98
"Indiana" "Clark" -18 57869 98
"Indiana" "Madison" -23 51793 98
"Indiana" "LaPorte" -7 49392 98
"Indiana" "Delaware" -13 48191 98
"Indiana" "Vigo" -15 43594 98
"Indiana" "Hancock" -38 42911 98
"Indiana" "Floyd" -14 41802 98
"Indiana" "Howard" -32 40630 98
"Indiana" "Boone" -18 38520 98
"Indiana" "Bartholomew" -26 36235 98
"Indiana" "Morgan" -55 36159 98
"Indiana" "Kosciusko" -51 35787 98
"Indiana" "Warrick" -28 33829 98
"Indiana" "Wayne" -29 27679 98
"Indiana" "Grant" -39 27159 98
"Indiana" "Dearborn" -55 25383 98
"Indiana" "Dubois" -40 21770 98
"Indiana" "Henry" -45 21030 98
"Indiana" "Lawrence" -51 21025 98
"Indiana" "Harrison" -46 20236 98
"Indiana" "Shelby" -48 19991 98
"Indiana" "Marshall" -41 19927 98
"Indiana" "DeKalb" -47 19628 98
"Indiana" "Jackson" -53 19238 98
"Indiana" "Noble" -50 19190 98
"Indiana" "Huntington" -50 17829 98
"Indiana" "Whitley" -49 17556 98
"Indiana" "Montgomery" -49 17198 98
"Indiana" "Putnam" -50 16597 98
"Indiana" "Steuben" -42 16162 98
"Indiana" "Gibson" -48 16161 98
"Indiana" "Knox" -47 16011 98
"Indiana" "Jasper" -49 15475 98
"Indiana" "Cass" -41 15198 98
"Indiana" "Greene" -52 14784 98
"Indiana" "Jefferson" -34 14697 98
"Indiana" "Wabash" -50 14573 98
"Indiana" "Miami" -53 14473 98
"Indiana" "Ripley" -59 14271 98
"Indiana" "Adams" -52 14209 98
"Indiana" "Wells" -56 14050 98
"Indiana" "Posey" -41 13236 98
"Indiana" "Clinton" -46 12949 98
"Indiana" "Decatur" -58 12287 98
"Indiana" "Clay" -57 12267 98
"Indiana" "Jennings" -57 12251 98
"Indiana" "Washington" -52 12139 98
"Indiana" "Franklin" -63 12000 98
"Indiana" "Daviess" -62 11954 98
"Indiana" "White" -44 11166 98
"Indiana" "Randolph" -52 11070 98
"Indiana" "Spencer" -38 10769 98
"Indiana" "LaGrange" -54 10633 98
"Indiana" "Starke" -47 10290 98
"Indiana" "Scott" -46 10161 98
"Indiana" "Fayette" -54 10136 98
"Indiana" "Owen" -49 9904 98
"Indiana" "Carroll" -51 9495 98
"Indiana" "Fulton" -48 9147 98
"Indiana" "Sullivan" -50 8994 98
"Indiana" "Brown" -31 8981 98
"Indiana" "Orange" -48 8832 98
"Indiana" "Perry" -25 8722 98
"Indiana" "Jay" -52 8461 98
"Indiana" "Tipton" -53 8116 98
"Indiana" "Fountain" -57 7986 98
"Indiana" "Rush" -54 7932 98
"Indiana" "Vermillion" -41 7481 98
"Indiana" "Parke" -56 7011 98
"Indiana" "Newton" -52 6591 98
"Indiana" "Pike" -53 6220 98
"Indiana" "Pulaski" -48 5806 98
"Indiana" "Blackford" -46 5350 98
"Indiana" "Martin" -59 5144 98
"Indiana" "Crawford" -43 4944 98
"Indiana" "Warren" -54 4472 98
"Indiana" "Switzerland" -52 4154 98
"Indiana" "Benton" -49 4114 98
"Indiana" "Union" -56 3483 98
"Indiana" "Ohio" -52 3164 98
"Iowa" "Black Hawk" 9 66549 86
"Iowa" "Lee" -19 16721 86
"Iowa" "Scott" 3 92639 89
"Iowa" "Marshall" -8 18122 91
"Iowa" "Winneshiek" -5 12036 91
"Iowa" "Jefferson" -1.4 8952 91
"Iowa" "Dubuque" -3 53924 92
"Iowa" "Pocahontas" -50 3821 92
"Iowa" "Linn" 14 127078 93
"Iowa" "Des Moines" -9 19947 93
"Iowa" "Webster" -24 17802 93
"Iowa" "Bremer" -16 14534 93
"Iowa" "Dickinson" -34 11230 93
"Iowa" "Buena Vista" -26 8149 93
"Iowa" "Floyd" -19 8026 93
"Iowa" "Johnson" 43 83570 94
"Iowa" "Clinton" -10 24669 94
"Iowa" "Cerro Gordo" -6 23794 95
"Iowa" "Ringgold" -46 2709 95
"Iowa" "Polk" 15 257991 96
"Iowa" "Woodbury" -16 45172 96
"Iowa" "Wapello" -24 15613 96
"Iowa" "Hardin" -32 8975 96
"Iowa" "Calhoun" -42 5249 96
"Iowa" "Franklin" -35 5119 96
"Iowa" "Audubon" -36 3416 96
"Iowa" "Poweshiek" -13 10124 97
"Iowa" "O'Brien" -57 7541 97
"Iowa" "Cherokee" -39 6503 97
"Iowa" "Wright" -34 6242 97
"Iowa" "Palo Alto" -37 4950 97
"Iowa" "Emmet" -36 4850 97
"Iowa" "Monona" -39 4714 97
"Iowa" "Warren" -17 30955 98
"Iowa" "Jasper" -22 20181 98
"Iowa" "Buchanan" -21 10764 98
"Iowa" "Henry" -32 9964 98
"Iowa" "Dallas" -2 55847 98
"Iowa" "Story" 17 50837 98
"Iowa" "Pottawattamie" -17 45733 98
"Iowa" "Muscatine" -7 20629 98
"Iowa" "Marion" -34 19217 98
"Iowa" "Sioux" -67 18956 98
"Iowa" "Boone" -16 15306 98
"Iowa" "Benton" -28 14627 98
"Iowa" "Plymouth" -49 14165 98
"Iowa" "Washington" -20 11757 98
"Iowa" "Mahaska" -47 11381 98
"Iowa" "Carroll" -38 11306 98
"Iowa" "Jackson" -26 11118 98
"Iowa" "Jones" -22 10965 98
"Iowa" "Cedar" -17 10703 98
"Iowa" "Fayette" -23 10184 98
"Iowa" "Delaware" -35 9981 98
"Iowa" "Madison" -34 9806 98
"Iowa" "Iowa" -25 9716 98
"Iowa" "Clayton" -29 9581 98
"Iowa" "Kossuth" -39 9077 98
"Iowa" "Tama" -19 9026 98
"Iowa" "Clay" -39 8948 98
"Iowa" "Hamilton" -25 8516 98
"Iowa" "Mills" -37 8247 98
"Iowa" "Harrison" -38 8144 98
"Iowa" "Butler" -39 8084 98
"Iowa" "Page" -43 7519 98
"Iowa" "Allamakee" -29 7459 98
"Iowa" "Cass" -38 7266 98
"Iowa" "Grundy" -38 7260 98
"Iowa" "Crawford" -37 7146 98
"Iowa" "Lyon" -68 6852 98
"Iowa" "Shelby" -40 6781 98
"Iowa" "Chickasaw" -31 6617 98
"Iowa" "Appanoose" -40 6506 98
"Iowa" "Guthrie" -36 6369 98
"Iowa" "Union" -32 6171 98
"Iowa" "Hancock" -44 6161 98
"Iowa" "Winnebago" -26 5951 98
"Iowa" "Mitchell" -28 5815 98
"Iowa" "Sac" -48 5527 98
"Iowa" "Louisa" -33 5326 98
"Iowa" "Humboldt" -45 5321 98
"Iowa" "Montgomery" -39 5320 98
"Iowa" "Keokuk" -45 5291 98
"Iowa" "Greene" -29 5054 98
"Iowa" "Howard" -27 4952 98
"Iowa" "Clarke" -36 4666 98
"Iowa" "Lucas" -43 4630 98
"Iowa" "Worth" -26 4414 98
"Iowa" "Adair" -41 4183 98
"Iowa" "Davis" -49 4099 98
"Iowa" "Monroe" -46 4085 98
"Iowa" "Fremont" -42 3855 98
"Iowa" "Ida" -51 3845 98
"Iowa" "Decatur" -39 3801 98
"Iowa" "Van Buren" -52 3788 98
"Iowa" "Osceola" -63 3325 98
"Iowa" "Taylor" -53 3242 98
"Iowa" "Wayne" -52 3103 98
"Iowa" "Adams" -43 2158 98
"Kansas" "Pottawatomie" -47 12815 69
"Kansas" "Allen" -44 5842 79
"Kansas" "Greeley" -73 629 83
"Kansas" "Phillips" -75 2752 84
"Kansas" "Decatur" -70 1458 84
"Kansas" "Morton" -74 1163 84
"Kansas" "Graham" -64 1302 85
"Kansas" "Cheyenne" -67 1400 86
"Kansas" "Hodgeman" -69 1033 86
"Kansas" "Rooks" -74 2661 87
"Kansas" "Republic" -66 2643 87
"Kansas" "Kiowa" -71 1139 88
"Kansas" "Lane" -72 888 88
"Kansas" "Hamilton" -66 837 88
"Kansas" "Trego" -69 1603 89
"Kansas" "Rawlins" -69 1496 89
"Kansas" "Mitchell" -63 3039 90
"Kansas" "Wichita" -68 961 90
"Kansas" "Comanche" -68 904 90
"Kansas" "Wallace" -88 817 90
"Kansas" "Seward" -30 5099 91
"Kansas" "Cloud" -55 4174 91
"Kansas" "Stevens" -75 1997 91
"Kansas" "Osborne" -69 1899 91
"Kansas" "Gove" -76 1433 91
"Kansas" "Haskell" -61 1383 91
"Kansas" "Elk" -70 1347 91
"Kansas" "Clark" -71 1048 91
"Kansas" "Barber" -74 2313 92
"Kansas" "Chautauqua" -73 1634 92
"Kansas" "Lincoln" -64 1570 93
"Kansas" "Stanton" -60 767 93
"Kansas" "Neosho" -46 6629 94
"Kansas" "Pawnee" -51 2712 94
"Kansas" "Sherman" -69 2673 94
"Kansas" "Harper" -64 2626 94
"Kansas" "Smith" -67 2092 94
"Kansas" "Stafford" -63 2017 94
"Kansas" "Edwards" -61 1413 94
"Kansas" "Kearny" -62 1413 94
"Kansas" "Sheridan" -78 1397 94
"Kansas" "Clay" -54 4134 95
"Kansas" "Ottawa" -66 3159 95
"Kansas" "Ellsworth" -52 2806 95
"Kansas" "Grant" -58 2452 95
"Kansas" "McPherson" -40 13868 96
"Kansas" "Labette" -36 8414 96
"Kansas" "Wyandotte" 31 55107 97
"Kansas" "Bourbon" -52 6550 97
"Kansas" "Wilson" -62 3899 97
"Kansas" "Meade" -69 1807 97
"Kansas" "Shawnee" 3 84061 98
"Kansas" "Lyon" -11 13622 98
"Kansas" "Montgomery" -50 13177 98
"Kansas" "Ford" -32 8850 98
"Kansas" "Greenwood" -61 3030 98
"Kansas" "Rush" -65 1748 98
"Kansas" "Logan" -73 1437 98
"Kansas" "Johnson" 8 336277 98
"Kansas" "Sedgwick" -13 213552 98
"Kansas" "Douglas" 39 57540 98
"Kansas" "Leavenworth" -21 36115 98
"Kansas" "Butler" -41 31946 98
"Kansas" "Reno" -34 27245 98
"Kansas" "Saline" -30 23911 98
"Kansas" "Riley" 3 23855 98
"Kansas" "Miami" -40 17624 98
"Kansas" "Harvey" -20 17034 98
"Kansas" "Crawford" -23 16125 98
"Kansas" "Cowley" -38 13911 98
"Kansas" "Ellis" -44 13501 98
"Kansas" "Franklin" -38 12247 98
"Kansas" "Finney" -26 11466 98
"Kansas" "Barton" -56 10961 98
"Kansas" "Sumner" -51 10779 98
"Kansas" "Jefferson" -32 9581 98
"Kansas" "Geary" -15 9311 98
"Kansas" "Dickinson" -54 9246 98
"Kansas" "Cherokee" -50 8945 98
"Kansas" "Osage" -44 7893 98
"Kansas" "Atchison" -34 7312 98
"Kansas" "Jackson" -40 6468 98
"Kansas" "Marion" -49 5969 98
"Kansas" "Nemaha" -66 5625 98
"Kansas" "Marshall" -48 5023 98
"Kansas" "Linn" -63 4903 98
"Kansas" "Coffey" -56 4448 98
"Kansas" "Brown" -48 4396 98
"Kansas" "Rice" -53 4230 98
"Kansas" "Pratt" -53 4107 98
"Kansas" "Kingman" -60 3929 98
"Kansas" "Wabaunsee" -48 3861 98
"Kansas" "Thomas" -65 3794 98
"Kansas" "Anderson" -57 3720 98
"Kansas" "Doniphan" -62 3674 98
"Kansas" "Russell" -63 3429 98
"Kansas" "Morris" -48 2849 98
"Kansas" "Washington" -66 2843 98
"Kansas" "Norton" -68 2390 98
"Kansas" "Scott" -73 2322 98
"Kansas" "Gray" -68 2240 98
"Kansas" "Jewell" -72 1608 98
"Kansas" "Woodson" -61 1495 98
"Kansas" "Ness" -79 1487 98
"Kansas" "Chase" -52 1478 98
"Kentucky" "Casey" -73 7171 98
"Kentucky" "Jefferson" 20 386629 98
"Kentucky" "Fayette" 21 152912 98
"Kentucky" "Kenton" -19 82198 98
"Kentucky" "Boone" -36 66998 98
"Kentucky" "Warren" -17 55401 98
"Kentucky" "Daviess" -28 49287 98
"Kentucky" "Hardin" -24 48941 98
"Kentucky" "Campbell" -19 48878 98
"Kentucky" "Madison" -27 43957 98
"Kentucky" "Bullitt" -48 41998 98
"Kentucky" "Oldham" -21 37976 98
"Kentucky" "McCracken" -32 33549 98
"Kentucky" "Pulaski" -63 31557 98
"Kentucky" "Scott" -25 28969 98
"Kentucky" "Laurel" -67 28111 98
"Kentucky" "Jessamine" -32 26280 98
"Kentucky" "Franklin" -0.95 26072 98
"Kentucky" "Pike" -61 25395 98
"Kentucky" "Christian" -28 23863 98
"Kentucky" "Shelby" -30 23550 98
"Kentucky" "Nelson" -37 23256 98
"Kentucky" "Boyd" -33 21751 98
"Kentucky" "Hopkins" -48 21512 98
"Kentucky" "Henderson" -25 20697 98
"Kentucky" "Barren" -47 20064 98
"Kentucky" "Greenup" -45 18176 98
"Kentucky" "Clark" -32 18139 98
"Kentucky" "Marshall" -52 17603 98
"Kentucky" "Calloway" -32 17457 98
"Kentucky" "Graves" -57 17019 98
"Kentucky" "Floyd" -51 16353 98
"Kentucky" "Whitley" -65 15356 98
"Kentucky" "Woodford" -12 15211 98
"Kentucky" "Boyle" -25 14478 98
"Kentucky" "Muhlenberg" -49 14235 98
"Kentucky" "Meade" -46 14113 98
"Kentucky" "Knox" -67 13273 98
"Kentucky" "Anderson" -48 13254 98
"Kentucky" "Montgomery" -42 12842 98
"Kentucky" "Taylor" -51 12517 98
"Kentucky" "Logan" -48 12350 98
"Kentucky" "Grayson" -59 11985 98
"Kentucky" "Mercer" -47 11735 98
"Kentucky" "Carter" -53 11586 98
"Kentucky" "Spencer" -54 11433 98
"Kentucky" "Ohio" -56 11129 98
"Kentucky" "Grant" -59 11108 98
"Kentucky" "Harlan" -72 10971 98
"Kentucky" "Lincoln" -57 10914 98
"Kentucky" "Perry" -54 10626 98
"Kentucky" "Breckinridge" -52 10201 98
"Kentucky" "Johnson" -67 10192 98
"Kentucky" "Rowan" -21 10065 98
"Kentucky" "Bell" -63 10044 98
"Kentucky" "Bourbon" -30 9648 98
"Kentucky" "Allen" -63 9364 98
"Kentucky" "Wayne" -62 9240 98
"Kentucky" "Letcher" -59 9135 98
"Kentucky" "Russell" -69 8955 98
"Kentucky" "Marion" -38 8928 98
"Kentucky" "Harrison" -44 8859 98
"Kentucky" "Adair" -67 8768 98
"Kentucky" "Simpson" -37 8732 98
"Kentucky" "Garrard" -57 8706 98
"Kentucky" "Hart" -53 8370 98
"Kentucky" "Henry" -46 8110 98
"Kentucky" "Mason" -39 7958 98
"Kentucky" "Rockcastle" -70 7784 98
"Kentucky" "Clay" -77 7591 98
"Kentucky" "Trigg" -50 7376 98
"Kentucky" "LaRue" -57 7301 98
"Kentucky" "Fleming" -57 7068 98
"Kentucky" "Lawrence" -63 6955 98
"Kentucky" "Pendleton" -61 6925 98
"Kentucky" "Union" -52 6577 98
"Kentucky" "Estill" -57 6540 98
"Kentucky" "McCreary" -77 6438 98
"Kentucky" "Caldwell" -54 6434 98
"Kentucky" "Knott" -54 6252 98
"Kentucky" "Washington" -46 6225 98
"Kentucky" "Edmonson" -59 6132 98
"Kentucky" "Butler" -63 6125 98
"Kentucky" "Jackson" -79 6113 98
"Kentucky" "Webster" -52 5993 98
"Kentucky" "Lewis" -71 5883 98
"Kentucky" "Green" -67 5812 98
"Kentucky" "Breathitt" -52 5661 98
"Kentucky" "Bath" -43 5627 98
"Kentucky" "Morgan" -56 5544 98
"Kentucky" "Powell" -49 5505 98
"Kentucky" "Owen" -59 5458 98
"Kentucky" "Magoffin" -54 5447 98
"Kentucky" "Todd" -53 5363 98
"Kentucky" "Monroe" -75 5330 98
"Kentucky" "Metcalfe" -60 5012 98
"Kentucky" "Livingston" -61 5004 98
"Kentucky" "Clinton" -75 4932 98
"Kentucky" "Leslie" -81 4813 98
"Kentucky" "McLean" -54 4782 98
"Kentucky" "Hancock" -39 4587 98
"Kentucky" "Trimble" -51 4320 98
"Kentucky" "Bracken" -61 4246 98
"Kentucky" "Crittenden" -64 4242 98
"Kentucky" "Lyon" -47 4228 98
"Kentucky" "Ballard" -60 4225 98
"Kentucky" "Carroll" -44 4136 98
"Kentucky" "Martin" -79 3936 98
"Kentucky" "Gallatin" -55 3849 98
"Kentucky" "Nicholas" -43 3396 98
"Kentucky" "Cumberland" -68 3309 98
"Kentucky" "Menifee" -50 3102 98
"Kentucky" "Elliott" -51 2995 98
"Kentucky" "Wolfe" -42 2979 98
"Kentucky" "Lee" -64 2801 98
"Kentucky" "Carlisle" -64 2638 98
"Kentucky" "Fulton" -33 2426 98
"Kentucky" "Hickman" -57 2199 98
"Kentucky" "Owsley" -77 1896 98
"Kentucky" "Robertson" -55 1146 98
"Louisiana" "East Baton Rouge" 13 208182 98
"Louisiana" "Jefferson" -11 193733 98
"Louisiana" "Orleans" 68 177819 98
"Louisiana" "St. Tammany" -44 140110 98
"Louisiana" "Lafayette" -29 114521 98
"Louisiana" "Caddo" 7 104912 98
"Louisiana" "Calcasieu" -35 82663 98
"Louisiana" "Ouachita" -24 69166 98
"Louisiana" "Livingston" -70 65230 98
"Louisiana" "Ascension" -33 62325 98
"Louisiana" "Rapides" -32 58865 98
"Louisiana" "Tangipahoa" -33 57661 98
"Louisiana" "Bossier" -41 54655 98
"Louisiana" "Terrebonne" -50 46240 98
"Louisiana" "Lafourche" -60 45388 98
"Louisiana" "St. Landry" -14 41154 98
"Louisiana" "Iberia" -31 32713 98
"Louisiana" "St. Charles" -30 28517 98
"Louisiana" "Acadia" -60 28425 98
"Louisiana" "Vermilion" -62 27324 98
"Louisiana" "St. Martin" -36 27038 98
"Louisiana" "St. Mary" -29 23186 98
"Louisiana" "St. John the Baptist" 28 21432 98
"Louisiana" "Washington" -38 19513 98
"Louisiana" "Lincoln" -19 19275 98
"Louisiana" "Webster" -31 18216 98
"Louisiana" "St. Bernard" -28 17650 98
"Louisiana" "Avoyelles" -41 17292 98
"Louisiana" "Vernon" -65 17268 98
"Louisiana" "Iberville" 4 16719 98
"Louisiana" "Natchitoches" -15 16554 98
"Louisiana" "Beauregard" -67 16357 98
"Louisiana" "Evangeline" -45 15412 98
"Louisiana" "Jeff Davis" -55 14841 98
"Louisiana" "DeSoto" -25 14736 98
"Louisiana" "West Baton Rouge" -11 14097 98
"Louisiana" "St. James" 4 12590 98
"Louisiana" "Pointe Coupee" -23 12371 98
"Louisiana" "Morehouse" -14 11574 98
"Louisiana" "Assumption" -31 11235 98
"Louisiana" "Union" -51 11201 98
"Louisiana" "Plaquemines" -36 11014 98
"Louisiana" "Sabine" -66 10596 98
"Louisiana" "East Feliciana" -17 10509 98
"Louisiana" "Richland" -34 9940 98
"Louisiana" "Allen" -56 9810 98
"Louisiana" "Franklin" -44 9720 98
"Louisiana" "Grant" -74 9392 98
"Louisiana" "Concordia" -27 8828 98
"Louisiana" "Jackson" -43 7632 98
"Louisiana" "LaSalle" -81 7077 98
"Louisiana" "Bienville" -12 7050 98
"Louisiana" "Claiborne" -16 6580 98
"Louisiana" "West Feliciana" -25 6268 98
"Louisiana" "Winn" -49 6225 98
"Louisiana" "St. Helena" 10 6158 98
"Louisiana" "West Carroll" -71 5052 98
"Louisiana" "Catahoula" -47 4858 98
"Louisiana" "Caldwell" -68 4762 98
"Louisiana" "Madison" 16 4670 98
"Louisiana" "Red River" -19 4132 98
"Louisiana" "Cameron" -83 4039 98
"Louisiana" "East Carroll" 27 3036 98
"Louisiana" "Tensas" 5 2554 98
"Maine" "Glenwood Plt." -100 1 14
"Maine" "Piscataquis County Townshps" -40 87 42
"Maine" "New Canada" -20 159 54
"Maine" "Frye Island" 33 57 64
"Maine" "Cooper" -28 96 65
"Maine" "Oxbow Plt." -26 35 67
"Maine" "Frenchboro" -23 31 67
"Maine" "Drew Plt." -42 19 68
"Maine" "Masardis" -42 122 73
"Maine" "Talmadge" -16 32 74
"Maine" "Hudson" -60 611 75
"Maine" "Lakeville" -13 69 75
"Maine" "The Forks Plt." 0 38 75
"Maine" "Waite" -29 51 76
"Maine" "Vanceboro" -40 93 77
"Maine" "Cranberry Isles" 43 138 79
"Maine" "Limestone" -13 765 80
"Maine" "Castine" 42 501 80
"Maine" "New Sweden" -13 322 80
"Maine" "Shirley" -47 133 80
"Maine" "Winterville Plt." -18 125 80
"Maine" "Crawford" -41 66 80
"Maine" "Magalloway Plt." -25 16 80
"Maine" "Springfield" -68 161 81
"Maine" "Rangeley Plt." -20 145 81
"Maine" "Baring Plt." -23 112 81
"Maine" "Carroll Plt." -68 87 81
"Maine" "Macwahoc Plt." -42 43 81
"Maine" "Hammond" -50 46 82
"Maine" "Dallas Plt." -3 209 83
